CustomerID,Workday_working_call_duration,Workday_after_work_call_duration,Weekend_call_duration,International_call_duration,Total_call_duration,Average_call_duration
K328300,235.80,177.90,24.60,38.95,438.30,2.00
K328350,182.40,47.40,40.20,29.06,270.00,2.16
K328450,142.20,77.10,11.00,47.52,230.30,1.68
K328580,112.80,56.40,31.80,2.59,201.00,2.64
K328600,364.20,53.10,32.40,107.34,449.70,2.22
K328700,286.20,89.10,32.40,131.81,407.70,2.10
K328750,270.00,70.80,30.00,106.66,370.80,2.56
K328910,266.40,109.20,37.80,71.39,413.40,2.68
K328940,331.20,54.90,31.80,127.70,417.90,2.21
K329000,219.60,118.20,25.00,75.75,362.80,2.65
K329190,192.00,78.30,18.60,34.34,288.90,2.49
K329220,214.20,104.40,49.00,59.87,367.60,2.08
K329410,128.40,57.60,5.00,53.88,191.00,2.27
K329440,114.60,72.30,39.60,65.18,226.50,1.86
K329450,243.00,238.20,3.60,61.48,484.80,1.59
K329510,261.60,153.60,14.40,107.05,429.60,1.84
K329650,123.60,85.80,35.40,66.57,244.80,2.85
K329700,171.00,163.20,3.60,19.31,337.80,2.14
K329780,274.20,27.60,18.60,18.85,320.40,1.99
K330050,328.80,48.30,34.20,87.83,411.30,1.83
K330370,282.60,49.80,18.60,15.12,351.00,1.95
K330500,346.80,72.90,12.60,81.34,432.30,1.87
K330630,330.00,27.90,49.20,56.65,407.10,2.04
K330700,258.00,91.20,37.20,42.28,386.40,1.99
K330730,268.80,22.20,25.20,61.22,316.20,2.07
K330750,99.00,87.00,11.00,59.91,197.00,2.07
K330810,140.40,104.40,20.40,66.16,265.20,2.91
K331000,116.40,102.30,5.50,58.48,224.20,3.20
K331220,209.40,60.90,16.20,92.34,286.50,2.33
K331370,314.40,125.40,48.00,98.91,487.80,2.27
K331770,366.60,21.00,45.00,110.43,432.60,1.86
K331850,322.20,43.80,38.00,84.54,404.00,3.28
K331870,272.40,116.10,15.00,101.51,403.50,2.84
K331910,334.80,93.90,11.00,105.09,439.70,6.28
K331930,219.00,113.70,12.60,54.49,345.30,4.93
K332080,211.20,95.40,23.40,85.72,330.00,5.32
K332140,245.40,49.50,39.00,22.05,333.90,2.83
K332270,186.60,65.40,25.80,56.06,277.80,6.17
K332330,239.40,105.60,26.40,61.68,371.40,3.87
K332420,331.80,116.70,3.00,104.47,451.50,9.03
K332430,97.20,80.70,15.00,4.89,192.90,2.64
K332490,321.00,91.20,21.60,4.03,433.80,3.03
K332550,229.80,82.80,7.20,57.96,319.80,3.17
K332590,166.80,64.80,46.50,61.25,278.10,3.12
K332600,168.00,69.30,49.50,3.47,286.80,7.75
K332630,234.00,62.40,12.00,56.40,308.40,3.81
K332660,279.00,108.90,28.20,32.64,416.10,3.89
K332720,228.60,126.60,48.00,66.30,403.20,3.73
K332940,270.00,147.00,7.20,7.02,424.20,5.66
K333120,216.60,134.10,31.80,115.62,382.50,5.71
K333370,187.80,151.20,34.00,69.66,373.00,3.55
K333450,329.40,56.70,3.60,112.25,389.70,4.70
K333550,322.80,54.00,25.20,2.81,402.00,3.05
K333750,277.20,119.10,14.40,86.20,410.70,7.75
K333770,247.20,133.80,32.40,19.66,413.40,2.38
K333850,208.80,77.70,11.00,71.91,297.50,4.13
K333900,108.60,55.20,33.00,9.25,196.80,4.37
K334040,202.20,89.40,36.00,55.19,327.60,4.61
K334300,315.60,53.40,39.00,103.74,408.00,3.89
K334310,135.00,86.40,34.20,54.35,255.60,5.81
K334430,271.20,125.40,42.60,67.60,439.20,4.03
K334520,259.20,22.80,10.20,43.39,292.20,3.21
K334530,201.60,129.30,33.00,69.82,363.90,2.25
K334560,141.00,44.10,36.60,32.37,221.70,3.58
K334610,274.80,87.60,13.50,17.60,375.90,5.22
K334630,147.00,69.30,14.40,21.76,230.70,4.19
K334700,210.60,69.60,42.60,2.39,322.80,7.51
K335110,343.80,17.70,41.40,94.79,402.90,3.99
K335290,222.00,196.20,5.40,96.82,423.60,2.34
K335370,314.40,115.50,23.40,0.45,453.30,9.85
K335540,250.80,128.10,46.20,58.05,425.10,5.99
K335680,381.00,41.70,37.80,121.16,460.50,2.99
K335690,97.80,80.40,15.60,58.96,193.80,4.97
K335810,171.60,64.80,19.50,69.57,255.90,3.28
K335910,251.40,136.80,39.60,126.32,427.80,2.91
K335940,200.40,33.30,15.60,28.95,249.30,3.56
K336630,502.20,218.70,162.00,18.69,882.90,2.69
K336730,287.40,121.50,116.00,29.96,524.90,1.97
K336840,393.00,242.70,63.00,73.32,698.70,1.87
K336970,444.60,148.20,88.50,45.23,681.30,2.13
K336990,543.60,229.20,64.20,27.45,837.00,2.09
K337000,652.80,45.60,53.40,65.29,751.80,2.07
K337010,582.60,122.70,90.00,153.58,795.30,1.77
K337290,370.20,255.60,51.50,64.66,677.30,1.78
K337320,436.80,27.90,77.00,148.91,541.70,1.75
K337480,493.80,292.50,96.00,26.08,882.30,3.54
K337520,457.80,71.40,61.00,168.61,590.20,1.69
K337700,624.60,152.10,57.50,33.47,834.20,2.45
K337780,533.40,39.90,55.20,29.78,628.50,2.25
K337940,610.20,275.10,59.50,15.30,944.80,2.75
K338010,352.80,83.40,90.00,61.27,526.20,2.08
K338110,421.80,154.80,122.40,22.54,699.00,2.11
K338290,609.60,197.40,130.50,70.77,937.50,2.20
K338400,328.20,257.10,54.00,53.65,639.30,2.92
K338630,488.40,211.20,64.00,99.70,763.60,2.12
K339080,540.00,159.90,58.50,79.70,758.40,1.94
K339120,712.80,18.30,58.20,84.01,789.30,2.30
K339340,447.60,217.80,127.20,55.48,792.60,2.01
K339410,405.60,266.70,76.00,38.43,748.30,2.00
K339420,463.80,194.40,75.60,84.28,733.80,2.05
K339450,489.00,34.20,98.00,33.48,621.20,2.38
K339590,531.00,52.80,91.20,118.78,675.00,1.64
K339610,372.60,162.00,57.60,159.68,592.20,1.90
K339680,566.40,345.00,88.20,171.41,999.60,2.73
K339770,340.80,144.60,70.80,79.50,556.20,1.82
K339830,590.40,36.60,69.50,42.07,696.50,2.32
K339900,613.20,152.40,52.00,91.98,817.60,2.33
K340120,455.40,325.80,81.00,86.62,862.20,2.08
K340300,483.60,41.10,68.50,32.30,593.20,2.65
K340360,393.00,209.40,122.50,60.51,724.90,2.13
K340440,463.80,21.90,110.40,150.55,596.10,2.01
K340450,719.40,105.60,66.00,110.78,891.00,2.13
K340550,336.00,208.20,69.60,97.25,613.80,2.15
K340600,541.20,378.90,64.20,14.58,984.30,2.62
K340700,376.80,126.90,95.50,162.73,599.20,2.98
K340820,376.80,224.10,110.00,139.65,710.90,2.84
K340890,613.80,168.60,60.00,10.72,842.40,3.09
K340990,355.80,178.80,72.00,25.64,606.60,2.30
K341010,440.40,27.30,68.40,118.12,536.10,2.57
K341020,403.80,164.70,77.00,178.12,645.50,2.34
K341040,555.00,158.70,70.20,70.76,783.90,2.40
K341230,580.20,176.40,66.00,0.11,822.60,2.43
K341250,703.80,21.30,69.00,90.70,794.10,1.68
K341260,384.00,51.60,84.60,41.95,520.20,1.81
K341410,467.40,144.30,59.40,117.66,671.10,2.28
K341540,501.60,174.00,69.60,158.92,745.20,2.72
K341610,451.20,51.30,147.60,175.16,650.10,3.48
K341670,262.20,144.60,102.60,150.89,509.40,3.05
K341850,628.80,196.80,72.60,51.39,898.20,2.19
K341990,341.40,134.70,115.80,33.19,591.90,2.82
K342030,489.60,391.20,91.80,116.88,972.60,2.99
K342130,413.40,356.40,51.00,103.38,820.80,2.45
K342290,455.40,60.00,63.00,6.62,578.40,3.11
K342300,379.20,56.40,144.00,2.69,579.60,2.46
K342420,520.80,57.00,72.60,167.69,650.40,2.54
K342740,338.40,213.30,54.00,106.20,605.70,2.50
K342750,396.00,179.10,85.20,69.86,660.30,2.12
K342900,445.80,221.40,63.00,18.40,730.20,1.83
K343000,430.20,181.50,98.40,35.61,710.10,3.13
K343040,439.20,344.40,59.50,82.32,843.10,1.83
K343060,404.40,276.60,53.40,146.96,734.40,1.88
K343150,279.00,185.40,78.60,28.55,543.00,2.41
K343170,489.60,305.40,101.40,151.91,896.40,3.45
K343240,314.40,177.60,64.80,38.84,556.80,2.39
K343260,425.40,165.30,93.60,171.29,684.30,3.00
K343450,525.00,131.10,78.00,98.26,734.10,2.64
K343490,534.60,131.70,83.40,86.75,749.70,3.01
K343570,656.40,126.30,132.60,63.61,915.30,2.08
K343640,426.00,331.20,85.20,154.80,842.40,1.66
K343740,529.20,67.80,61.20,120.98,658.20,2.25
K343770,521.40,56.70,81.00,45.24,659.10,1.81
K343840,518.40,257.10,55.20,24.01,830.70,1.79
K343860,482.40,54.60,66.60,118.21,603.60,2.11
K343900,612.00,162.30,89.50,147.19,863.80,2.16
K343920,345.00,203.40,84.50,89.54,632.90,2.43
K343930,645.00,148.20,114.00,148.55,907.20,1.83
K343970,528.00,287.10,57.00,116.23,872.10,2.15
K344080,678.00,174.60,58.20,35.44,910.80,2.24
K344100,603.60,138.30,80.40,19.76,822.30,2.28
K344110,456.00,108.90,107.40,66.50,672.30,2.24
K344170,363.60,200.70,109.80,145.07,674.10,2.12
K344230,482.40,59.40,120.00,178.22,661.80,2.12
K344240,526.80,120.60,53.00,71.69,700.40,2.27
K344250,588.60,200.10,147.00,6.10,935.70,2.02
K344370,616.80,139.80,64.50,173.54,821.10,3.49
K344430,421.20,290.40,50.40,27.11,762.00,2.36
K344500,496.80,60.30,60.00,52.98,617.10,3.27
K344510,309.00,194.40,77.40,169.47,580.80,2.78
K344590,553.20,132.30,56.00,178.94,741.50,3.73
K344620,628.80,229.20,67.20,18.45,925.20,4.17
K344660,639.60,264.60,89.40,115.39,993.60,4.17
K344690,765.60,29.40,53.40,167.25,848.40,3.12
K344730,472.20,278.70,50.40,151.11,801.30,4.09
K345010,781.20,95.10,52.80,164.70,929.10,4.60
K345170,372.60,84.00,79.20,148.50,535.80,4.22
K345260,662.40,93.60,151.50,48.28,907.50,4.43
K345380,663.00,205.20,53.40,34.52,921.60,3.16
K345450,563.40,344.40,59.40,159.94,967.20,4.30
K345580,789.60,35.70,51.00,103.33,876.30,5.41
K345900,466.20,156.90,136.20,16.00,759.30,5.17
K345920,488.40,311.70,64.80,68.98,864.90,2.78
K345950,406.80,217.80,55.80,103.14,680.40,6.74
K345990,344.40,162.90,67.80,45.26,575.10,6.46
K346200,656.40,136.20,104.00,163.36,896.60,4.00
K346240,411.60,39.00,65.40,30.93,516.00,5.43
K346440,631.80,279.90,79.80,132.76,991.50,5.14
K346500,780.00,75.30,62.40,94.18,917.70,5.88
K346560,549.60,30.30,82.00,26.42,661.90,3.29
K346650,600.00,246.90,70.80,147.60,917.70,3.44
K346930,571.80,78.30,69.00,167.54,719.10,5.75
K347200,356.40,260.10,72.60,60.88,689.10,4.33
K347450,469.80,264.90,116.40,158.40,851.10,3.55
K347510,466.80,220.20,85.20,48.45,772.20,8.49
K347640,620.40,99.00,151.50,83.36,870.90,3.23
K347730,474.00,65.70,52.20,161.30,591.90,3.89
K347900,355.20,164.10,88.80,174.28,608.10,2.91
K347990,819.60,22.50,53.50,16.16,895.60,3.61
K348120,317.40,111.00,79.20,39.58,507.60,2.71
K348260,471.60,4.20,92.40,152.81,568.20,5.57
K348360,469.80,131.10,74.40,29.29,675.30,2.90
K348680,541.80,192.30,56.40,72.28,790.50,3.12
K348840,382.20,286.20,63.60,160.40,732.00,3.11
K348960,346.20,138.00,60.50,177.39,544.70,5.56
K349000,432.00,165.30,91.20,155.08,688.50,3.16
K349120,550.80,268.20,91.00,56.34,910.00,3.60
K349190,579.00,78.30,105.00,97.42,762.30,6.63
K349320,705.60,169.80,68.50,115.02,943.90,3.69
K349380,453.60,54.00,82.80,12.71,590.40,3.28
K349420,496.80,218.10,68.40,140.66,783.30,4.53
K349440,492.00,270.90,61.80,49.75,824.70,4.36
K349700,655.20,149.10,68.50,6.03,872.80,5.02
K349830,606.00,49.80,88.20,62.37,744.00,5.10
K349860,559.20,25.20,72.00,54.61,656.40,5.61
K349940,602.40,86.70,62.40,113.97,751.50,8.44
K349970,357.60,198.30,54.60,14.18,610.50,2.50
K350020,328.80,228.90,62.40,11.77,620.10,3.65
K350040,487.20,134.70,61.20,6.85,683.10,4.12
K350070,579.00,230.40,65.00,73.67,874.40,3.63
K350110,408.60,268.20,92.40,68.33,769.20,3.17
K350230,398.40,150.30,96.00,99.47,644.70,3.79
K350290,620.40,291.30,79.80,31.84,991.50,4.49
K350310,384.60,182.70,67.80,141.41,635.10,2.91
K350380,414.60,166.80,68.00,133.94,649.40,7.46
K350410,665.40,141.90,69.00,81.66,876.30,3.19
K350470,706.80,135.60,113.50,38.72,955.90,3.65
K350480,407.40,158.10,50.40,136.38,615.90,4.74
K350660,459.60,132.60,76.20,70.49,668.40,7.68
K350700,551.40,286.80,57.00,173.54,895.20,4.13
K350750,504.00,89.70,61.80,24.91,655.50,4.02
K350760,312.60,136.20,59.00,2.36,507.80,2.76
K350880,394.80,247.80,88.80,173.22,731.40,4.33
K351000,463.80,172.20,51.00,97.49,687.00,3.27
K351100,600.00,68.70,69.00,60.91,737.70,4.01
K351120,289.80,164.70,59.00,121.70,513.50,3.02
K351160,445.80,276.60,76.80,177.98,799.20,4.49
K351210,504.60,128.40,133.80,7.71,766.80,6.50
K351370,403.80,246.00,102.50,142.65,752.30,5.97
K351440,450.60,325.80,78.50,10.36,854.90,2.90
K351470,384.00,73.80,67.20,34.17,525.00,3.00
K351550,390.00,221.40,90.00,54.50,701.40,2.53
K351720,505.80,36.30,88.20,65.80,630.30,3.94
K351740,659.40,67.80,111.60,116.16,838.80,5.24
K351750,585.60,142.20,52.20,96.60,780.00,4.59
K351760,382.20,125.10,65.50,18.13,572.80,4.41
K352020,367.20,27.00,142.20,64.19,536.40,6.54
K352070,540.00,324.30,115.20,151.83,979.50,3.08
K352080,560.40,194.10,106.80,10.96,861.30,6.95
K352110,357.60,124.20,57.00,17.97,538.80,3.85
K352250,286.80,148.20,65.00,25.21,500.00,5.49
K352270,366.60,225.00,60.00,0.60,651.60,6.86
K352280,577.20,224.10,93.60,38.80,894.90,5.70
K352400,543.00,291.30,53.40,96.17,887.70,9.86
K352490,398.40,301.50,52.00,53.20,751.90,6.06
K352520,314.40,59.40,178.80,42.69,552.60,8.13
K352650,901.80,58.50,101.50,97.83,1061.80,2.13
K352660,1505.40,786.00,129.00,43.71,2420.40,2.20
K352680,1607.40,219.60,109.80,171.55,1936.80,1.70
K352720,1026.60,29.10,88.20,18.04,1143.90,2.02
K352810,1498.20,21.00,58.00,163.35,1577.20,1.85
K352840,923.40,203.70,57.00,169.15,1184.10,1.96
K352880,1112.40,123.90,84.50,82.79,1320.80,2.66
K352960,1153.80,408.90,76.80,14.66,1639.50,2.44
K353210,1068.60,561.90,82.50,169.53,1713.00,1.98
K353280,596.40,356.40,72.00,92.40,1024.80,1.85
K353340,1167.60,46.50,75.00,136.92,1289.10,2.13
K353410,871.80,344.70,66.60,123.77,1283.10,2.08
K353540,613.20,340.20,57.60,82.28,1011.00,2.03
K353550,1368.60,76.80,112.00,93.97,1557.40,2.19
K353670,762.60,377.40,88.80,35.98,1228.80,2.02
K353680,858.60,118.50,67.80,138.59,1044.90,2.20
K353800,1027.80,174.90,64.20,83.38,1266.90,2.00
K353980,2050.20,38.10,56.00,28.07,2144.30,2.14
K354020,630.60,434.10,99.60,142.00,1164.30,2.71
K354050,1096.20,339.60,127.20,73.87,1563.00,2.11
K354060,1372.20,295.20,75.00,18.92,1742.40,1.90
K354070,889.80,441.30,124.50,75.28,1455.60,1.96
K354170,1320.00,771.60,84.60,99.33,2176.20,2.22
K354390,1570.80,182.10,88.80,3.26,1841.70,1.93
K354540,979.20,292.50,102.00,92.65,1373.70,1.93
K354580,911.40,299.70,70.80,175.37,1281.90,1.78
K354700,615.60,329.70,72.00,37.83,1017.30,1.90
K354710,856.20,346.20,114.00,156.06,1316.40,2.03
K354730,1065.00,487.80,72.00,43.82,1624.80,2.32
K354820,882.00,145.20,61.20,165.56,1088.40,1.87
K354890,1406.40,636.90,93.00,120.38,2136.30,2.00
K354920,595.20,354.30,94.50,123.91,1044.00,2.57
K354930,685.80,332.10,91.00,130.41,1108.90,1.58
K354990,1030.20,513.90,123.00,86.48,1667.10,1.93
K355010,749.40,250.50,52.80,170.26,1052.70,2.09
K355060,805.20,534.00,52.20,48.65,1391.40,2.56
K355200,1194.00,171.90,81.00,98.77,1446.90,2.32
K355220,972.00,108.30,58.00,171.11,1138.30,1.81
K355270,1008.60,403.50,85.50,153.96,1497.60,2.25
K355320,987.60,44.10,113.40,60.11,1145.10,2.07
K355350,763.80,206.70,75.00,52.32,1045.50,3.38
K355450,691.80,279.60,66.00,166.75,1037.40,2.07
K355520,1575.60,380.70,64.80,26.73,2021.10,1.81
K355580,730.20,282.60,73.20,29.69,1086.00,3.03
K355590,798.00,163.80,52.20,111.75,1014.00,2.59
K355600,1650.60,533.40,82.80,101.04,2266.80,1.95
K355690,557.40,493.50,62.40,38.21,1113.30,2.35
K355780,904.20,40.50,144.60,66.80,1089.30,1.70
K355880,737.40,498.90,78.50,108.39,1314.80,2.23
K355890,1204.20,42.90,74.00,26.49,1321.10,2.80
K355930,1179.00,177.30,70.20,159.34,1426.50,1.82
K356090,1014.00,447.60,69.60,22.19,1531.20,2.17
K356100,953.40,100.80,105.60,86.09,1159.80,1.75
K356140,701.40,397.80,60.00,12.28,1159.20,1.59
K356160,694.20,204.00,139.50,66.14,1037.70,2.74
K356220,883.80,486.60,89.00,23.80,1459.40,2.11
K356260,2086.20,383.70,160.20,138.85,2630.10,2.09
K356490,1459.80,329.40,59.40,170.28,1848.60,1.54
K356510,1185.00,431.40,70.00,77.72,1686.40,2.66
K356610,954.00,20.10,67.20,12.86,1041.30,1.77
K356620,1339.20,618.00,55.50,64.88,2012.70,2.54
K356640,1066.80,312.90,73.50,141.80,1453.20,2.40
K356650,766.20,320.70,74.50,157.56,1161.40,2.40
K356660,720.60,546.60,56.50,27.96,1323.70,3.52
K356840,615.00,333.60,112.80,75.37,1061.40,3.48
K356850,774.60,531.60,65.40,137.50,1371.60,2.10
K356870,1383.60,117.90,78.00,14.62,1579.50,2.19
K356950,1883.40,382.20,86.40,19.04,2352.00,1.79
K357000,1090.20,556.50,99.60,15.34,1746.30,3.02
K357050,1399.80,668.10,63.60,13.85,2131.50,2.10
K357080,804.00,109.50,94.00,125.78,1007.50,1.89
K357090,1221.60,198.00,96.50,4.61,1516.10,2.17
K357150,886.20,216.00,103.80,79.82,1206.00,2.57
K357340,1547.40,615.00,54.60,124.79,2217.00,1.73
K357470,633.00,576.60,50.40,48.70,1260.00,1.89
K357540,1825.20,330.30,91.80,9.75,2247.30,2.39
K357670,1365.00,461.40,110.40,148.42,1936.80,2.18
K357680,970.80,255.00,52.80,34.88,1278.60,2.11
K357860,553.20,373.80,177.00,37.17,1104.00,2.34
K357880,1332.60,528.30,108.50,50.26,1969.40,2.65
K358010,1019.40,433.20,119.40,66.07,1572.00,2.26
K358060,732.60,295.20,54.60,3.90,1082.40,2.38
K358080,1211.40,370.50,61.20,78.70,1643.10,2.98
K358170,1674.00,658.20,96.60,26.91,2428.80,2.88
K358350,790.20,188.10,61.80,50.60,1040.10,2.07
K358380,1256.40,400.50,56.50,96.72,1713.40,2.49
K358410,697.80,415.20,78.60,94.85,1191.60,3.12
K358420,812.40,239.10,64.20,89.91,1115.70,2.03
K358540,805.20,216.30,65.40,58.51,1086.90,2.83
K358590,1283.40,261.00,53.40,158.33,1597.80,1.76
K358750,711.00,247.80,78.60,98.72,1037.40,1.81
K358770,1191.60,615.00,119.00,21.08,1925.60,2.83
K359000,790.20,159.00,70.50,132.48,1019.70,3.00
K359110,597.60,320.70,83.40,112.10,1001.70,2.87
K359290,640.80,401.70,72.00,8.45,1114.50,2.38
K359410,1057.80,629.10,60.60,114.24,1747.50,2.37
K359450,1187.40,392.10,124.80,7.74,1704.30,2.03
K359510,763.20,330.90,152.40,56.22,1246.50,2.43
K359590,1084.20,778.50,57.60,26.84,1920.30,2.00
K359680,1077.00,196.50,65.40,55.46,1338.90,2.06
K359720,1821.60,308.40,60.50,24.53,2190.50,1.67
K359820,707.40,517.80,71.40,5.13,1296.60,1.79
K359890,1026.60,291.60,64.00,141.83,1382.20,2.90
K359970,805.80,267.30,97.20,172.47,1170.30,2.17
K360060,1867.80,132.00,106.80,76.55,2106.60,2.70
K360160,1009.20,55.80,97.80,125.98,1162.80,2.64
K360170,985.80,416.40,111.60,32.49,1513.80,2.61
K360180,858.00,166.20,83.50,91.38,1107.70,2.59
K360200,1058.40,153.90,137.40,166.15,1349.70,2.82
K360210,1236.60,744.00,117.00,15.93,2097.60,2.11
K360230,1522.80,234.60,61.20,9.69,1818.60,3.16
K360300,1819.80,648.60,62.50,63.42,2530.90,2.00
K360330,1584.00,187.80,60.60,3.62,1832.40,2.56
K360430,685.80,512.10,53.40,7.67,1251.30,1.93
K360600,662.40,357.60,56.40,64.70,1076.40,3.25
K360650,1153.20,93.00,53.40,148.38,1299.60,1.59
K360660,752.40,402.00,69.60,77.09,1224.00,3.19
K360720,1405.20,331.50,118.00,100.60,1854.70,2.42
K361100,911.40,63.00,80.50,50.85,1054.90,2.66
K361130,810.60,85.20,165.60,1.14,1061.40,2.74
K361170,796.80,168.00,82.20,126.30,1047.00,2.75
K361390,1239.00,313.20,85.20,27.37,1637.40,3.46
K361500,833.40,444.00,53.40,1.39,1330.80,2.45
K361530,1548.00,222.90,75.60,39.78,1846.50,2.75
K361800,1255.20,213.00,66.50,24.07,1534.70,2.82
K361840,612.00,509.10,85.20,175.90,1206.30,1.98
K361920,1000.20,36.30,88.20,65.47,1124.70,2.17
K361960,849.00,419.10,88.50,52.94,1356.60,2.22
K361970,816.60,253.80,59.00,146.81,1129.40,2.60
K362030,914.40,233.70,83.40,178.25,1231.50,2.18
K362260,880.20,587.40,87.60,62.45,1555.20,3.30
K362270,1014.60,436.80,60.00,107.59,1511.40,2.47
K362380,1087.80,93.90,122.40,114.92,1304.10,1.76
K362490,1211.40,228.00,122.00,60.62,1561.40,1.99
K362650,1026.60,212.70,101.40,0.89,1340.70,1.80
K362930,1194.00,85.20,99.00,95.99,1378.20,4.33
K362970,1050.00,120.30,92.40,8.81,1262.70,3.59
K363030,1808.40,143.40,55.20,114.02,2007.00,3.48
K363040,1911.60,392.40,78.00,42.46,2382.00,3.45
K363050,1476.60,328.80,91.80,30.67,1897.20,4.29
K363080,882.60,301.50,53.40,75.31,1237.50,3.27
K363100,669.60,280.20,62.00,163.28,1011.80,2.50
K363360,1038.00,338.10,91.00,60.33,1467.10,2.71
K363370,676.80,256.80,94.20,59.52,1027.80,3.54
K363430,846.60,189.60,53.00,73.82,1089.20,2.71
K363820,640.80,330.30,82.20,37.65,1053.30,2.43
K364070,1112.40,80.40,50.50,128.17,1243.30,5.81
K364160,792.00,217.50,88.20,49.19,1097.70,3.33
K364290,1273.80,537.00,72.00,34.45,1882.80,3.58
K364300,893.40,205.50,53.50,6.80,1152.40,3.43
K364340,1488.60,193.50,88.50,27.37,1770.60,6.76
K364390,936.60,61.80,100.20,39.01,1098.60,3.16
K364580,1003.80,213.00,136.80,30.84,1353.60,4.15
K364610,1029.00,775.20,80.40,47.53,1884.60,2.89
K364720,1616.40,273.60,120.00,9.74,2010.00,4.22
K364870,2058.00,131.40,86.00,49.38,2275.40,5.96
K365010,902.40,112.20,95.00,68.29,1109.60,4.91
K365020,830.40,130.80,81.50,80.75,1042.70,5.73
K365040,1434.00,344.10,54.60,77.83,1832.70,3.13
K365060,819.60,313.50,62.40,128.25,1195.50,3.72
K365100,1786.80,170.70,90.60,62.46,2048.10,5.54
K365120,715.20,200.70,120.00,69.51,1035.90,2.72
K365220,798.00,93.90,140.40,151.44,1032.30,6.53
K365250,575.40,455.70,72.50,115.85,1103.60,2.77
K365270,784.20,317.10,87.00,88.52,1188.30,3.41
K365360,964.80,36.00,59.50,22.52,1060.30,3.43
K365480,1290.00,255.00,84.00,175.10,1629.00,3.64
K365510,1328.40,357.30,86.40,52.60,1772.10,4.35
K365560,1130.40,286.20,121.80,118.62,1538.40,4.68
K365570,1063.20,205.20,63.00,83.01,1331.40,5.24
K365610,747.60,391.20,87.60,25.04,1226.40,5.87
K365620,1263.00,244.50,72.00,60.48,1579.50,3.58
K365760,646.20,408.60,106.80,76.38,1161.60,2.66
K365800,1300.80,405.30,91.80,177.95,1797.90,4.48
K365820,644.40,278.70,112.80,175.52,1035.90,3.48
K365840,961.20,102.60,97.80,32.37,1161.60,3.06
K365870,994.80,404.70,81.60,63.50,1481.10,2.51
K365880,686.40,415.80,66.00,19.84,1168.20,6.35
K365960,1242.00,52.20,52.20,156.70,1346.40,6.73
K366220,1369.80,55.80,51.50,107.21,1477.10,6.15
K366270,1612.80,123.90,70.00,80.11,1806.70,6.69
K366350,870.60,87.90,79.50,71.69,1038.00,7.86
K366410,909.60,114.60,122.40,111.14,1146.60,4.76
K366430,1328.40,508.50,73.20,5.91,1910.10,3.80
K366480,1047.60,116.10,147.60,42.91,1311.30,3.60
K366640,1740.60,281.70,99.00,51.76,2121.30,5.32
K366650,789.60,672.90,87.50,118.09,1550.00,4.60
K366710,900.00,157.50,57.00,41.48,1114.50,3.61
K366750,1065.00,66.90,112.80,173.94,1244.70,4.66
K366790,871.80,142.50,109.80,77.21,1124.10,2.62
K366840,1183.20,453.00,82.50,19.63,1718.70,6.51
K367110,1350.60,903.00,93.00,87.49,2346.60,3.57
K367290,1417.20,344.10,57.60,91.26,1818.90,7.11
K367510,1398.60,516.30,118.80,70.60,2033.70,4.04
K367710,1327.80,51.30,96.60,35.01,1475.70,3.83
K367850,1975.80,176.70,58.20,106.80,2210.70,4.40
K367910,808.80,345.00,73.00,15.67,1226.80,8.76
K367940,703.20,257.70,140.50,166.55,1101.40,6.44
K367970,984.60,267.30,91.80,161.29,1343.70,3.70
K367980,811.20,417.90,52.20,170.00,1281.30,2.70
K368080,951.60,372.30,55.20,170.28,1379.10,5.75
K368180,802.80,397.80,108.60,172.51,1309.20,6.12
K368230,1220.40,648.90,64.80,102.89,1934.10,3.79
K368290,868.20,168.30,77.00,121.35,1113.50,2.61
K368320,1180.80,516.00,96.60,81.22,1793.40,2.78
K368340,1183.80,97.50,105.00,83.84,1386.30,3.61
K368420,1021.80,284.10,112.20,153.39,1418.10,3.94
K368700,1029.00,510.60,100.20,178.79,1639.80,4.15
K368900,1802.40,712.20,105.50,106.24,2620.10,4.69
K368950,736.80,359.70,87.00,5.66,1183.50,3.64
K368970,837.00,334.50,81.50,81.65,1253.00,7.83
K369050,887.40,109.20,79.80,110.76,1076.40,3.51
K369090,954.60,100.50,127.20,113.02,1182.30,3.44
K369180,912.60,283.80,56.50,45.84,1252.90,9.08
K369430,1321.20,210.30,61.80,128.31,1593.30,7.28
K369480,1216.80,565.50,96.00,160.83,1878.30,2.59
K369620,1422.00,161.40,61.20,11.08,1644.60,5.16
K369670,1177.20,276.30,65.40,140.06,1518.90,5.93
K369680,780.00,544.20,60.60,103.45,1384.80,2.49
K369770,1114.80,97.20,51.60,104.98,1263.60,4.53
K369790,1425.00,936.90,61.50,57.31,2423.40,3.93
K369810,757.80,222.30,72.00,169.04,1052.10,6.42
K369820,1176.60,47.40,58.20,38.74,1282.20,4.70
K369860,918.00,376.80,69.00,154.37,1363.80,5.48
K370100,623.40,464.10,78.00,148.67,1165.50,5.50
K370140,1133.40,376.20,114.00,35.17,1623.60,6.32
K370180,646.80,410.40,61.00,152.81,1118.20,3.58
K370300,655.20,423.00,140.40,127.94,1218.60,2.44
K370330,1891.80,113.70,109.20,36.91,2114.70,9.84
K370520,1113.00,551.40,96.00,164.51,1760.40,3.61
K370610,845.40,343.50,83.40,63.41,1272.30,4.46
